,Ticker,Date,Time,Links
0,AAPL,Q1 2017 Earnings Call,"January 31, 2017 5:00 pm ET",https://seekingalpha.com/article/4041266-apple-aapl-q1-2017-results-earnings-call-transcript?part=single
1,AAPL,Q4 2016 Earnings Call,"October 25, 2016 5:00 pm ET",https://seekingalpha.com/article/4014922-apple-aapl-q4-2016-results-earnings-call-transcript?part=single
2,AAPL,Q3 2016 Earnings Call,"July 26, 2016 5:00 pm ET",https://seekingalpha.com/article/3991811-apple-aapl-timothy-donald-cook-q3-2016-results-earnings-call-transcript?part=single
3,AAPL,Q2 2016 Earnings Call,"April 26, 2016 5:00 pm ET",https://seekingalpha.com/article/3968300-apple-aapl-timothy-donald-cook-q2-2016-results-earnings-call-transcript?part=single
4,AAPL,Q1 2016 Results Earnings Conference Call,"January 26, 2016, 05:00 PM ET",https://seekingalpha.com/article/3836826-apples-aapl-ceo-tim-cook-q1-2016-results-earnings-call-transcript?part=single
5,AAPL,Q4 2015 Earnings Conference Call,"October 27, 2015 05:00 PM ET",https://seekingalpha.com/article/3611256-apples-aapl-ceo-tim-cook-q4-2015-results-earnings-call-transcript?part=single
6,AAPL,Q3 2015 Earnings Call,"July 21, 2015 5:00 pm ET",https://seekingalpha.com/article/3344115-apple-aapl-timothy-d-cook-on-q3-2015-results-earnings-call-transcript?part=single
7,AAPL,Q1 2015 Results Earnings Conference Call,"April 27, 2015, 5:00 p.m. ET",https://seekingalpha.com/article/3107596-apples-aapl-ceo-tim-cook-on-q2-2015-results-earnings-call-transcript?part=single
8,AAPL,Q1 2015 Earnings Conference Call,"January 27, 2015 05:00 PM ET",https://seekingalpha.com/article/2856006-apples-aapl-ceo-tim-cook-on-q1-2015-results-earnings-call-transcript?part=single
9,AAPL,Q4 2014 Results Earnings Conference Call,"October 20, 2014, 05:00 PM ET",https://seekingalpha.com/article/2576865-apples-aapl-ceo-tim-cook-on-q4-2014-results-earnings-call-transcript?part=single
10,AAPL,Q3 2014 Earnings Conference Call,"July 22, 2014 05:00 AM ET",https://seekingalpha.com/article/2331715-apples-aapl-ceo-tim-cook-on-q3-2014-results-earnings-call-transcript?part=single
11,AAPL,F2Q 2014 Earnings Conference Call,"April 23, 2014 5:00 PM ET",https://seekingalpha.com/article/2159213-apples-ceo-discusses-f2q-2014-results-earnings-call-transcript?part=single
12,AAPL,F1Q 2014 Earnings Conference Call,"January 27, 2014, 5:00 p.m. ET",https://seekingalpha.com/article/1971291-apples-ceo-discusses-f1q-2014-results-earnings-call-transcript?part=single
13,AAPL,F4Q 2013 Earnings Conference Call,"October 28, 2013 05:00 PM ET",https://seekingalpha.com/article/1780172-apples-ceo-discusses-f4q-2013-results-earnings-call-transcript?part=single
14,AAPL,F3Q 2013 Earnings Conference Call,"July 23, 2013 17:00 ET",https://seekingalpha.com/article/1566012-apple-inc-aapl-ceo-discusses-f3q-2013-results-earnings-call-transcript?part=single
15,AAPL, ,,https://seekingalpha.com/article/1564562-apple-inc-aapl-management-discusses-q3-2013-results-webcast?part=single
16,AAPL,F2Q13 Earnings Conference Call,"April 23, 2013 5:00 pm ET",https://seekingalpha.com/article/1364041-apples-ceo-discusses-f2q13-results-earnings-call-transcript?part=single
17,AAPL, ,,https://seekingalpha.com/article/1363841-apple-management-discusses-q2-2013-results-webcast?part=single
18,AAPL,F1Q 2013 Earnings Conference Call,"January 23, 2013 17:00 ET",https://seekingalpha.com/article/1129431-apples-ceo-discusses-f1q-2013-results-earnings-call-transcript?part=single
